ip_address,mac_address
65.75.139.102,02:ae:95:71:76:81
80.123.165.158,93:c9:29:e8:97:f3
133.20.202.218,ee:b3:46:44:e2:38
32.56.235.165,0b:0b:f3:4a:c0:a9
30.61.180.154,99:82:e9:73:cd:d4
95.83.141.7,78:6d:58:0e:a4:06
111.62.99.129,53:78:12:22:d1:fe
182.235.5.94,29:58:46:82:b3:bd
64.186.86.96,43:19:03:9f:b4:d8
169.135.213.92,4b:74:4c:87:5a:03
61.212.170.98,3b:5a:9e:18:c8:fe
9.49.35.125,20:18:f7:4b:92:83
221.247.129.183,45:3a:f9:2f:34:4a
71.193.142.36,42:37:b4:f1:ef:a9
43.3.178.31,dc:90:75:58:5a:67
53.180.25.242,97:3d:9e:8b:99:e3
223.244.134.97,e2:e1:33:7b:96:03
68.76.164.155,8b:04:0c:69:fe:eb
145.130.249.245,4d:3b:b6:fe:05:80
13.20.125.120,ca:4e:a5:60:ec:73
5.238.224.48,e1:39:73:43:a9:61
107.137.186.246,4c:68:db:62:e7:79
27.244.37.249,ea:ab:88:4c:b3:9e
41.198.190.173,b4:ca:cf:5f:c1:2a
205.57.179.48,75:78:d5:96:0a:8a
128.30.72.182,3e:f0:9f:93:4b:a4
73.177.124.160,e0:b5:c3:19:2a:b9
192.250.21.52,d9:07:72:83:18:2f
54.35.154.227,ac:28:99:dd:47:e6
75.94.199.93,7a:3f:d7:46:38:26
66.249.68.56,4e:a9:4a:51:5c:5a
4.237.169.51,a1:33:18:5d:2d:a2
124.18.243.62,ec:1b:38:e2:d1:9b
152.216.7.71,fa:4a:3c:cf:1c:97
117.26.152.23,cc:87:45:9a:b8:1c
140.199.95.125,d1:11:34:f4:0b:a3
39.1.139.6,76:9f:9c:09:12:69
97.31.49.171,d6:a6:c1:18:3b:81
203.253.97.49,4c:31:b3:22:3b:ce
211.127.31.116,f9:cc:ac:78:a9:26
218.223.6.253,de:c5:26:7e:50:d2
103.243.221.255,55:19:3b:5b:a3:3e
134.57.38.20,86:49:81:d3:b7:55
29.201.66.84,2c:06:80:38:6c:1d
169.159.116.50,2e:9b:f5:52:cf:b2
89.131.229.177,af:b9:32:33:9c:6e
30.118.171.117,25:1d:d6:47:6e:13
40.97.81.225,fb:ae:8a:9c:5c:da
87.118.38.2,13:3e:fd:0f:28:fa
221.28.83.248,b8:24:43:79:2b:6a
46.68.166.199,d0:3f:2c:d9:2e:5f
55.0.245.67,ea:3a:b3:68:5a:e3
172.187.86.226,09:ab:b7:ef:4d:b9
109.223.189.17,79:16:17:33:23:1c
183.169.138.31,db:73:93:f3:0e:00
2.189.7.220,81:0c:7e:51:52:3a
145.155.158.198,59:c5:c9:8c:19:d2
150.191.211.141,52:cc:50:9c:c5:00
32.61.214.23,60:84:a9:b3:65:09
107.22.45.183,a3:b3:e9:b6:04:22
49.222.84.108,35:df:f6:16:a7:77
27.86.28.95,9f:00:e7:c4:2f:e2
99.219.213.73,f7:0b:55:6a:18:7f
19.226.28.105,f4:0a:7f:56:c6:13
162.31.24.67,c8:8f:a4:23:34:d0
123.68.56.234,c4:4e:0f:52:af:c6
146.196.113.115,bc:91:d6:5f:7d:fa
33.102.49.175,78:ca:5c:c8:66:0b
168.145.251.7,b2:d3:8d:db:bb:2c
68.245.233.225,02:31:ec:ce:ab:bf
8.97.194.144,c8:fd:14:7c:f9:de
121.159.202.90,4c:1d:58:2a:2d:14
200.218.149.226,6d:01:a9:2d:9d:85
95.225.226.185,56:48:2c:83:59:46
198.249.87.3,6e:63:a7:bb:09:ea
99.218.217.171,c6:65:89:24:fe:35
103.21.169.139,89:b4:6d:6e:23:19
181.230.29.203,d6:e9:5e:79:88:ea
215.75.16.73,73:ec:05:4f:66:ba
188.5.20.105,33:83:2c:2b:6d:36
189.80.64.91,27:ba:25:3a:36:07
163.150.132.176,99:ad:8b:f6:18:d9
182.217.14.113,f7:0f:9a:79:af:4c
167.82.120.163,88:de:92:8c:5a:8b
60.158.55.231,f0:33:14:cb:bf:25
55.179.152.134,84:d8:1f:11:85:9e
69.145.45.111,f0:ed:19:53:00:3e
155.242.187.110,0d:8a:04:5f:ba:23
47.12.154.246,87:06:14:ce:9d:7f
49.143.246.60,84:75:d6:8a:fc:81
45.238.49.41,32:ec:98:3e:26:12
131.160.120.155,06:51:d5:35:de:ee
158.117.132.133,38:c8:80:5e:2c:b7
77.224.114.160,e5:0e:9b:d3:f2:44
149.250.192.143,0b:58:51:af:e1:0f
119.77.161.111,87:6d:34:5d:da:56
83.192.231.195,eb:a3:12:70:3d:97
37.78.76.69,63:14:4a:a1:21:4c
81.75.83.238,aa:77:d6:59:3f:a5
200.94.140.229,5a:d9:c4:62:4e:f6
191.69.135.126,60:91:be:89:7e:85
162.160.237.247,10:bd:d0:dd:e2:de
36.62.77.239,be:4f:f6:7e:e4:0b
201.221.61.166,65:22:00:55:c0:11
51.171.236.57,fa:a5:b7:70:2d:03
218.233.38.66,77:37:de:42:12:a6
111.137.102.153,4b:8f:26:72:85:fc
222.45.115.68,12:bc:fa:a9:77:ff
35.160.162.139,e5:2d:c4:52:e3:d6
174.66.76.105,85:07:99:37:97:95
138.37.150.38,1f:dd:ce:43:4f:96
99.164.19.49,ad:fb:5c:e7:ef:f4
171.147.243.102,51:98:c4:42:37:28
16.26.153.1,13:52:7d:7a:d8:b9
65.149.158.189,10:54:7c:f2:6e:8d
171.209.135.70,be:9e:3a:7f:70:d9
62.231.39.231,e0:71:31:17:10:f6
122.92.247.250,86:8d:af:47:68:1a
152.65.192.190,d8:aa:62:e2:eb:af
99.150.87.249,99:7f:fc:fc:b9:47
44.144.66.129,18:e4:e9:98:88:6f
71.129.124.100,bb:bf:75:91:06:43
67.119.94.45,ba:d1:fb:68:2b:7d
59.249.92.195,8a:52:4f:a9:f5:c9
106.124.172.36,23:9c:f8:6b:56:57
39.187.13.12,5c:fc:f3:ff:75:e9
94.232.20.142,05:0f:cb:7f:0c:f1
188.252.144.35,74:fb:41:e8:28:96
70.195.28.211,36:cd:78:c8:f0:ee
103.16.148.192,d0:75:cc:d1:37:4f
150.93.49.116,f1:54:a9:fd:a4:f3
93.101.196.141,d5:cb:11:d9:f0:c1
9.177.25.232,2e:f1:0d:d6:bb:a9
215.64.201.250,59:3d:56:b9:a1:0c
223.9.198.63,ec:25:e6:95:ad:5e
154.120.46.38,a2:af:ca:58:3b:9d
123.18.231.148,49:c1:20:84:be:9a
209.43.134.11,74:7f:19:95:9e:7b
20.24.62.129,27:74:4f:64:f1:f3
34.13.133.245,03:07:75:ce:6b:77
51.50.69.87,c6:b4:86:95:c1:54
201.52.31.133,f0:d5:84:d6:93:e3
63.89.156.97,72:c0:ff:52:20:5d
217.0.52.73,53:58:50:e7:a7:43
64.153.63.18,19:da:66:c5:5a:58
123.0.76.232,cd:7a:36:53:5f:84
101.50.206.82,92:1e:b3:19:6b:da
18.109.228.32,a5:b6:4e:9c:5b:73
55.120.89.254,09:e7:6a:46:71:45
68.61.13.136,91:d7:23:e3:7a:5f
110.86.68.223,bd:7d:ae:b9:9c:f0
184.146.107.226,8f:e1:73:ae:b5:c6
107.98.255.247,b7:dc:06:50:4c:4c
192.199.175.176,63:4c:8f:75:ed:75
109.171.128.212,fb:5c:c3:da:46:6c
148.196.55.74,09:8a:d9:23:13:e0
49.173.66.81,c8:d2:09:ec:65:04
171.132.104.44,e9:b7:d5:4c:01:6b
149.62.142.92,e3:d1:32:0d:52:e6
195.107.100.144,af:d9:da:a1:fc:15
221.63.66.139,b2:75:2a:05:20:5d
117.169.49.101,89:58:b3:7b:84:01
165.159.227.90,e1:71:51:ec:da:fb
131.182.67.111,6d:c0:be:f8:34:25
82.160.57.158,db:a9:e6:24:2f:6a
165.16.72.134,99:34:56:b9:c9:d6
169.236.161.38,00:e4:e3:e6:ec:dc
185.203.95.4,d4:84:9a:43:2a:3f
106.149.34.35,08:14:24:7f:e3:cb
115.94.187.203,f5:c2:e1:7f:8b:61
208.37.113.81,d6:b8:36:e4:95:7a
104.99.135.241,27:20:0a:0b:a1:6c
40.126.81.55,8f:35:88:28:10:b1
170.133.32.168,f6:ce:eb:21:6b:70
204.92.174.242,64:97:ff:91:8c:d5
133.103.21.137,3c:14:1e:57:e6:67
71.83.236.183,1d:f4:78:f2:8f:83
49.104.242.215,32:c0:36:83:63:56
139.189.119.169,81:e3:a2:5b:45:8c
139.160.73.172,3c:02:1b:aa:c9:74
132.55.158.2,2d:8f:6a:b2:02:02
83.192.174.8,ec:07:a3:01:31:1b
176.211.157.122,d6:c6:71:a5:28:c2
143.49.61.250,ee:72:64:6a:ce:df
96.183.64.210,7b:8b:72:95:18:18
174.84.182.36,b0:3d:86:69:76:97
136.94.18.153,81:93:4e:6c:db:05
203.89.22.77,e8:5a:17:a5:3f:f2
89.55.32.144,a6:69:10:55:7f:ed
117.198.155.199,8c:64:8e:e8:28:09
43.67.157.217,94:40:57:79:8b:5e
11.34.50.153,ac:33:c8:0a:e8:1f
99.86.188.186,77:43:b3:25:35:05
167.36.29.73,7d:48:11:f3:a5:cb
143.193.176.76,27:d8:e3:ae:e9:67
148.14.237.172,3c:ee:60:ac:84:fa
199.161.1.57,2a:43:7f:e4:7c:a0
131.101.114.156,d1:4a:c4:2c:58:b3
132.35.33.39,28:1a:bd:3d:05:f9
153.159.156.83,d0:55:9e:ca:4b:09
131.4.109.88,f7:a7:00:72:97:bf
146.178.85.135,e2:f2:be:cb:6e:88
38.117.200.200,f8:6c:3e:b5:51:dd
97.39.29.133,d3:4c:e7:83:9a:88
209.108.179.61,ee:17:0d:06:07:08
220.53.212.31,3a:24:4d:cb:1b:74
187.243.33.142,a4:aa:d6:aa:dd:bc
113.238.173.68,66:d9:3d:92:9e:8f
61.30.201.27,30:3f:f0:d2:51:2f
215.212.0.160,49:48:ee:50:d1:03
89.193.23.158,0e:d6:7e:16:29:f3
192.141.203.134,34:24:a4:ba:80:74
60.103.44.78,41:17:11:65:b4:3b
3.244.13.227,16:26:db:12:24:a5
164.33.83.93,40:96:fc:71:9c:bd
153.65.128.109,3e:4c:18:58:7d:a4
85.168.218.249,40:84:d8:d8:c2:7d
99.40.218.227,9c:9b:1d:c8:6a:a9
5.18.237.18,c6:65:85:97:8f:22
118.71.209.62,e9:4f:23:5c:c5:48
114.87.73.132,30:5f:4a:a9:f0:a3
160.177.158.169,ee:60:e5:14:9c:27
112.158.32.15,79:0c:50:9c:3f:38
85.35.79.107,2e:7b:bc:ea:54:d4
25.150.66.122,c4:ff:6a:1c:f3:d9
68.199.139.107,f0:a8:ff:fe:bb:0f
12.55.139.15,56:84:05:27:1c:d3
173.93.248.131,23:ed:eb:c0:95:0f
189.117.212.174,de:f0:19:62:ce:00
159.209.43.177,ba:9b:11:14:a4:0b
219.24.88.175,06:e8:49:ad:5d:14
23.79.100.32,fe:ed:e9:c5:52:e4
165.131.114.50,4e:dd:0e:14:87:58
171.157.112.234,3d:c0:7d:fb:5d:ff
39.71.244.36,6a:2b:80:07:73:ce
73.171.10.200,7a:34:29:28:d3:bf
34.6.45.6,9a:ef:c2:d9:68:46
120.207.168.32,ee:ad:34:08:3b:f1
136.0.189.216,f6:38:4b:15:6c:ae
3.83.22.198,fc:4e:62:6b:39:62
216.68.139.85,ec:34:4e:61:aa:8a
106.38.93.173,1e:3d:5b:ba:1b:3c
24.132.30.138,52:ff:fa:04:f9:0c
27.165.55.103,c5:fb:b9:9c:45:3c
125.38.26.65,73:97:ec:a0:52:a6
164.218.88.61,94:63:51:1e:61:de
146.188.46.13,65:b8:aa:97:ab:fa
39.200.248.219,d0:85:f3:2b:25:13
55.85.130.198,46:df:44:f0:e3:02
207.229.53.184,ba:fd:cb:c6:30:03
21.122.117.88,6e:a6:f0:10:55:fc
87.186.224.176,7f:9e:1b:85:4a:91
209.190.31.37,1a:11:4f:c0:0a:e3
124.57.127.100,da:e9:0f:b3:78:61
2.17.200.37,41:a3:98:4a:6a:47
148.128.119.86,22:fd:4e:2b:d5:15
47.239.122.82,93:c4:60:54:c6:5c
151.201.142.24,19:12:01:f2:1b:fb
156.183.220.95,3c:f9:ce:b5:27:0e
200.198.154.25,74:f9:49:22:1c:8f
12.249.183.35,c1:7c:aa:9e:82:dd
54.133.21.185,60:cd:a9:a3:35:44
49.49.173.77,8a:ca:00:73:f5:86
112.149.129.255,a5:95:b8:3b:75:2f
134.144.154.58,52:e1:30:f2:1b:1a
219.5.58.212,fe:ab:9f:a0:3b:4e
197.32.117.73,3d:43:24:a3:e0:c8
185.60.171.167,65:f6:bd:7b:79:31
60.16.131.91,3b:3c:44:da:5c:80
110.40.53.237,25:5a:f3:27:52:f3
197.15.44.157,98:05:84:fb:4d:e4
152.72.104.153,27:50:ca:53:9b:c3
40.121.10.150,cf:98:fc:03:e1:75
163.55.40.85,5d:4a:aa:8e:7c:f9
199.33.22.202,7f:e1:29:d0:00:d1
150.169.115.202,c3:16:33:05:4a:e6
173.123.178.152,94:fb:56:3d:90:c2
14.158.49.210,03:9b:81:e3:e3:c6
70.233.170.105,30:88:8c:85:13:38
63.195.181.2,e0:3c:fe:5c:b7:ad
77.203.119.82,03:50:51:de:e0:04
150.7.226.230,83:af:fc:4e:3f:a3
205.92.157.71,7b:b3:3c:d1:e3:8e
87.56.212.76,ba:cc:da:08:bb:bc
9.119.95.12,9c:a9:5a:82:7f:67
132.71.192.237,20:de:f2:82:52:1b
149.68.196.48,08:19:ff:0d:27:f4
55.222.84.89,66:c0:9d:ae:25:dd
139.254.114.86,72:9e:12:b8:34:57
54.135.138.55,d8:66:d5:e4:43:9e
210.207.241.13,39:10:8b:da:29:4b
44.142.185.9,cd:0c:b6:29:2d:30
81.27.211.183,3f:4c:a4:db:22:8d
41.119.225.106,f5:4d:52:b2:fc:75
68.110.39.33,3a:af:f4:31:1c:d8
58.215.155.161,2d:27:19:cf:a2:f8
158.125.93.22,e8:11:5b:fe:14:77
78.48.44.5,4c:57:aa:1e:4a:2f
99.149.42.42,9d:e4:a9:1f:3f:84
95.106.162.77,45:7c:cd:4e:03:26
32.152.197.181,08:da:ad:8e:94:d1
106.85.235.165,e3:b8:31:d0:fe:9b
35.2.181.187,5b:e1:81:ed:40:f2
210.149.133.147,93:3c:aa:47:a5:91
60.219.158.47,ba:4b:33:56:55:12
10.238.208.113,0a:7d:04:b4:ae:d2
214.21.247.3,24:dc:59:f8:f6:d3
164.231.57.132,5d:a9:6d:28:c5:d0
71.14.252.6,3d:99:a8:d6:a6:21
186.231.186.131,4c:e2:6e:f2:78:e0
98.241.3.133,e0:02:76:65:84:db
24.136.29.173,13:6c:23:e2:a0:e2
106.20.209.117,21:05:f6:26:e1:f0
74.209.221.113,ca:fd:2d:57:95:d3
166.72.130.39,85:8f:87:88:17:36
45.164.110.102,62:a4:f6:ba:a6:31
194.47.106.24,d4:a3:7e:8b:02:b8
39.96.143.172,26:25:83:72:1d:11
194.25.111.103,cb:7a:31:3e:c9:ba
211.169.174.146,47:01:73:6b:65:d5
98.79.61.157,8a:0b:f0:5c:37:ed
149.205.214.246,5c:34:58:ac:b1:b0
175.127.149.215,83:42:5e:59:ef:0d
141.197.166.146,43:cf:5b:0f:cf:65
27.62.42.219,02:3b:6d:e8:e5:f9
93.12.69.44,93:99:42:35:a6:79
74.104.50.199,e3:ef:f2:3e:01:03
185.198.122.136,1c:54:73:27:7c:fd
59.142.59.60,ce:7f:d6:ff:bc:cc
131.7.88.138,65:ff:bc:e8:96:18
89.197.104.97,d3:36:1b:5a:e2:9e
27.246.206.41,b9:28:a2:b6:9a:83
200.254.192.156,97:89:a4:76:1e:5a
71.179.43.33,a0:08:75:c0:89:0f
144.59.14.110,5b:b0:9c:51:de:01
75.82.45.179,ce:bc:10:60:a0:9e
92.247.200.91,73:de:66:51:7c:c5
222.140.224.152,3a:88:93:25:f0:32
144.12.166.12,92:26:66:04:61:6c
117.153.205.110,4a:e7:0f:97:d0:9f
159.203.203.176,0c:c7:dc:bd:09:10
113.239.80.205,99:7b:4a:9f:cd:6b
65.251.4.223,d8:f5:2c:53:fc:12
23.109.59.224,52:c1:75:b6:2e:5f
38.135.253.191,d3:bb:b6:ef:68:d1
53.44.94.76,a3:a8:0c:b4:cf:1a
80.61.159.80,eb:72:fe:f4:87:4f
58.78.110.225,47:52:52:41:b3:f8
24.35.183.106,b4:19:54:8f:5f:4b
167.7.123.173,10:8b:de:e1:38:98
218.164.22.46,12:a4:d1:81:3b:5f
213.62.229.189,d7:d4:ad:64:b2:be
140.48.198.144,60:4c:88:b5:80:d6
218.135.65.97,15:79:4b:a2:0f:54
158.134.18.221,ce:fe:bc:c6:fa:96
91.133.238.110,e7:1a:42:ed:2c:8f
45.233.233.216,e2:85:db:ff:52:3d
171.71.210.106,16:01:a3:e6:25:48
132.100.102.45,d2:b9:ba:78:a6:3c
42.183.177.104,ef:84:3f:68:0c:93
44.178.133.182,9c:a1:30:f5:64:3f
210.233.252.134,98:9c:ca:7f:86:0e
43.248.6.216,50:a2:5b:24:04:e5
182.249.16.217,da:11:22:9e:19:66
15.47.120.240,da:41:09:c7:5f:bb
152.110.244.76,b9:6f:1a:52:54:be
146.50.103.235,04:2f:ed:eb:c1:6c
45.103.42.117,05:16:0b:0d:c7:6c
163.124.125.58,e8:9b:05:3c:ef:7b
48.103.147.214,15:07:72:13:48:75
34.252.17.196,a3:d1:98:da:72:eb
185.218.49.5,16:ec:62:ed:03:7c
136.80.196.210,a9:db:1d:ea:6d:d5
179.80.0.255,72:fc:13:34:4b:82
112.56.96.68,fe:92:ed:39:d3:6b
54.244.188.90,fb:b4:d5:33:9e:ea
104.237.231.188,7f:a1:41:27:f9:91
118.156.97.154,54:28:f2:8d:e9:02
131.241.93.255,2b:2b:d8:3e:0c:34
160.203.43.174,e7:6d:6b:af:92:86
89.202.207.31,3c:f8:bc:4d:dc:0a
212.90.35.136,4f:dd:4b:8a:31:9c
174.38.221.174,0b:9c:a9:ce:0a:ae
152.10.84.129,bc:68:66:ec:91:dd
152.220.183.18,72:ef:eb:81:36:e9
158.252.65.88,f8:95:5d:07:a8:13
111.233.203.188,ea:3c:a7:fd:4a:a5
53.215.204.6,93:81:2f:81:f7:56
31.188.197.55,89:40:fb:30:5e:e5
147.174.104.240,f7:b7:ac:3e:80:7d
173.225.230.155,0d:50:18:13:16:0a
78.136.188.182,80:c5:60:7d:12:52
43.122.23.28,4b:2d:d4:df:aa:5d
123.70.195.72,ab:3e:40:08:ec:fa
174.48.172.70,8a:85:f0:79:94:9b
196.56.222.147,88:da:99:1d:be:81
120.180.142.211,f9:97:3c:f2:f2:3f
171.237.150.45,97:8b:91:c0:41:52
30.42.183.121,7c:c1:7a:98:0b:c2
152.129.200.128,87:68:b6:3c:ba:93
3.143.220.16,c8:8a:a0:6a:c3:49
139.219.214.118,0f:6b:b4:75:e5:46
91.8.125.233,7d:dc:f5:33:33:6c
25.207.156.84,dc:0c:b5:ab:e4:85
203.183.100.131,1a:f0:ac:e2:6a:6a
204.90.83.161,3d:a4:3a:31:77:d5
168.54.6.27,e0:e9:04:fa:4f:ab
103.236.19.20,15:a3:0b:43:6a:15
170.67.196.97,0a:ae:78:88:11:16
117.76.198.125,21:dd:d6:68:f8:8a
53.41.106.82,1e:6b:6a:1e:4e:f5
164.29.124.127,f1:75:63:16:4c:00
48.92.195.227,b9:e0:1c:cf:fd:32
148.102.77.113,7a:1e:12:69:a8:1f
72.191.191.199,60:f1:5e:0d:c2:8c
133.245.78.139,85:d6:36:45:6b:9b
178.119.89.61,d3:e8:35:56:3c:7f
223.92.227.212,c9:f4:12:fd:99:3d
152.244.42.75,b1:e7:7d:5f:ba:9e
77.62.120.51,d1:62:bb:8d:34:1b
220.149.246.85,bd:c8:63:a8:5f:c9
65.74.103.234,e9:89:7a:d3:25:c3
202.139.89.25,65:da:29:ba:93:9e
148.209.55.144,3e:a0:7e:3e:74:e8
184.28.65.0,6d:81:6f:e5:52:29
178.205.80.193,71:d2:e6:a4:40:a9
105.75.137.105,e0:99:87:0e:a7:9b
56.121.246.188,f6:b9:6d:71:d7:24
174.101.193.15,c0:71:35:d8:2f:d5
79.51.231.200,38:83:41:51:d5:68
214.100.1.6,6a:ea:37:fa:1c:9b
143.67.80.63,8d:bd:37:4d:94:4d
212.65.35.45,21:8a:8f:0c:a9:1f
119.127.39.65,84:1b:3a:f0:ed:6b
204.98.131.240,9f:22:80:8f:39:b7
138.69.94.136,aa:fc:96:86:79:ab
206.195.236.122,f6:90:39:bd:fd:e0
2.230.128.193,f2:10:b7:25:e9:62
60.175.99.143,7a:12:e3:59:c9:6d
202.196.87.201,ef:35:1f:93:d5:fa
140.170.25.89,65:fb:41:71:2f:08
150.109.230.85,f2:dc:fa:96:67:ed
109.247.183.54,69:e3:7e:c2:41:69
222.104.228.57,cb:f3:30:8d:25:3f
50.202.235.61,75:9b:a9:f0:97:37
217.116.100.148,87:f9:14:5a:b9:db
94.9.73.30,bd:30:57:b0:66:c9
38.105.134.106,7a:03:10:47:4c:4e
168.197.64.27,d4:a7:0a:d0:f2:52
149.90.22.129,24:39:4c:2e:fa:9d
20.64.122.72,c8:9f:0c:e0:f9:01
114.210.44.52,79:90:2f:18:fb:20
190.235.44.191,44:d3:33:c6:1d:e9
88.105.170.248,ce:02:fd:92:a0:7b
62.167.186.31,da:f0:48:9e:05:f4
88.140.246.148,21:fc:05:3e:30:38
141.204.171.235,29:70:99:56:1b:12
146.135.136.175,b9:00:dc:2a:c5:a3
72.0.105.114,af:e1:0e:77:16:68
204.213.76.88,0a:8b:01:37:03:df
176.126.218.46,1f:df:73:48:c3:95
31.144.87.224,fb:e5:5b:d8:9d:d0
165.9.174.43,7c:ca:41:aa:fb:c3
201.109.8.32,60:db:86:6e:b7:6a
134.130.221.25,7a:30:0e:51:a4:32
180.207.150.227,fb:f0:98:9e:fe:15
62.137.39.171,89:fe:fb:05:64:70
103.118.44.96,4b:10:84:5d:a7:71
142.235.45.94,1c:3a:a1:15:6c:06
168.210.33.61,d7:05:60:81:26:8e
159.185.163.179,49:8c:e7:22:5e:99
34.39.124.123,1e:a9:13:06:ba:17
37.172.209.134,9d:ad:2b:3a:66:b5
67.43.108.10,ab:d7:2e:75:90:d0
30.80.127.1,b7:b0:09:4c:63:97
198.250.35.233,fb:b4:47:18:27:f1
51.199.138.125,4c:aa:3b:b2:38:87
145.139.169.239,0f:bc:fb:13:30:7d
122.151.247.232,0b:fa:24:f6:d6:3c
132.202.35.46,16:c2:70:ce:e5:16
123.27.212.142,7a:71:3f:57:ba:ae
120.80.6.138,96:3d:50:c0:78:b2
26.13.1.137,95:8a:4b:d2:4d:63
63.28.201.21,7a:04:d0:e6:09:7a
98.178.92.70,c3:bf:68:e7:8c:41
68.119.118.53,ed:f4:3a:20:99:fe
211.227.223.242,f4:ee:b8:ae:fb:cc
88.191.179.219,d5:ed:57:74:04:29
35.32.6.235,91:53:04:85:79:e2
57.22.232.93,32:fb:fd:ea:31:07
63.228.82.216,79:49:4b:40:07:47
150.197.84.216,ab:ff:91:89:30:ae
16.48.94.233,0e:bd:c6:f8:35:ed
196.241.66.236,57:e5:fc:25:53:ed
159.209.106.56,e0:e0:4f:0e:6e:4e
213.2.208.32,ef:bd:4a:94:1b:88
91.55.44.53,4b:78:7a:26:40:99
94.199.253.89,e9:a6:9a:59:65:b4
76.56.39.58,91:a5:f9:0e:ca:14
200.181.122.41,50:d0:45:7f:eb:5e
209.67.149.120,af:5c:c3:82:a6:fd
194.149.179.208,4f:68:9d:91:87:fb
37.200.197.71,ec:76:a7:81:82:a4
123.36.214.249,47:e0:5a:74:a2:bf
187.67.227.182,cd:ff:4b:1b:fb:87
87.81.234.156,0c:b9:c8:00:bd:36
35.236.238.24,1a:9d:77:97:64:c0
135.0.202.128,ec:1d:ca:a4:f5:49
62.3.78.199,f4:52:46:f3:9d:5d
111.208.36.10,15:15:2c:75:e3:f6
52.183.96.80,f5:c8:46:55:95:09
42.35.104.28,27:b8:4b:42:8d:ac
197.190.179.106,e1:17:5e:50:24:4f
112.66.220.40,59:d5:7c:a2:b8:39
147.179.202.233,8a:39:fc:49:08:07
114.90.88.26,9c:27:c4:8b:c8:70
187.157.143.126,b1:45:b7:e0:9e:de
9.218.169.89,7d:bb:63:c6:26:49
149.204.129.159,0e:17:5c:c8:da:1b
84.137.253.179,9c:ab:fc:5c:f0:f6
50.83.0.234,61:c1:9a:ae:c3:a1
63.47.113.26,3e:51:86:73:57:43
111.30.161.238,ac:2c:cc:f7:bb:f6
201.215.85.213,06:db:a7:82:be:38
91.23.18.44,56:94:95:b3:4c:fe
77.254.170.81,01:3c:b1:14:79:79
32.53.163.239,ea:21:e2:a8:cf:e6
132.251.171.41,b7:30:1f:61:7b:99
117.18.171.243,01:0f:ca:90:d6:8a
212.219.141.209,b1:8d:c7:1e:d5:68
35.153.83.43,1d:48:72:f5:61:cd
178.62.35.164,e2:7c:3e:5d:6a:91
88.38.122.88,ce:46:d6:2c:b8:fa
136.100.63.173,e7:ee:74:a6:5a:c6
141.142.85.216,39:d3:c0:89:0f:16
7.15.62.116,ae:e4:ba:c4:d3:f2
116.211.118.161,3f:94:0a:51:a3:b0
40.219.242.119,50:83:cd:08:a0:d3
103.75.30.95,cd:3b:f0:f9:1b:00
61.129.113.239,7d:01:3b:d0:5e:f6
185.124.2.179,73:3a:8a:6b:f4:58
106.188.104.187,49:96:58:ae:4c:75
108.96.131.164,15:24:98:79:f2:1d
129.126.210.16,de:dc:e0:f6:6f:55
137.226.7.155,88:60:b5:b8:80:f1
184.105.66.140,ea:49:93:e4:8d:e3
21.6.202.186,da:5e:4b:64:4b:59
209.135.194.249,eb:d8:e0:61:e4:e7
90.252.97.174,2e:05:21:94:f7:d3
163.238.227.201,47:21:ce:82:db:c3
18.95.150.234,97:26:08:cc:9a:a7
143.3.107.113,0a:24:6b:eb:ee:fc
53.129.9.176,14:bd:e0:78:be:19
122.105.25.84,a3:60:b5:41:74:fd
56.60.17.14,6b:9c:e9:78:0f:2d
80.145.16.164,99:b3:a7:8c:af:ae
60.200.36.122,1a:a6:05:07:fa:65
96.76.102.70,8c:03:c5:b6:5d:45
223.70.132.166,c0:c9:13:11:da:5b
90.67.189.44,de:16:f7:80:e0:27
117.207.5.143,00:aa:8b:30:04:4e
88.83.114.61,42:ae:20:63:08:d3
32.80.55.86,b7:9a:6d:d3:b1:2d
101.206.188.205,85:65:f3:54:32:e8
119.171.90.218,78:49:e0:9b:12:13
8.55.237.122,46:94:17:ef:e2:47
177.51.99.8,9c:ff:96:6c:34:f5
114.65.221.227,32:29:6a:c1:c6:5f
182.72.43.60,a4:f1:1c:06:7d:fc
175.14.131.201,04:49:a8:3d:88:3b
16.113.54.179,5e:e8:dc:fe:18:27
82.167.193.222,66:a1:41:03:9d:3d
20.86.110.214,62:c4:e1:22:8c:e4
135.9.244.239,40:bd:24:88:0b:de
34.61.142.245,d3:4e:8a:d4:cd:42
20.68.136.173,a5:e4:e7:32:58:d7
115.148.193.201,a8:87:19:0b:ae:74
84.172.153.159,71:1a:f5:61:0d:42
136.3.12.46,76:5d:0a:ac:ce:78
129.203.187.177,a6:af:5f:46:98:ec
210.190.90.193,bc:c6:25:6b:2c:4d
132.244.229.183,f7:01:f1:97:9a:b4
50.214.1.169,a1:c8:41:b2:82:96
130.242.190.99,35:45:02:e7:30:d6
96.108.209.210,04:cd:3b:c4:07:7a
210.243.149.14,74:ff:94:0b:8d:46
141.81.206.129,72:71:3c:c4:fd:5c
103.111.106.175,be:40:07:82:eb:8c
117.10.249.144,ed:c1:26:00:26:21
60.122.207.152,a0:ac:b2:f5:ed:cb
26.172.84.118,1b:19:7c:72:34:fc
48.160.1.230,e0:52:3e:eb:37:3c
5.59.184.103,fc:e5:21:62:5a:d5
