latitude,longitude,address,county
0.81798,1.889241,"Soseaua Marin Pop, Baia, 209479",Iași
51.955742,15.715292,"Soseaua Stancu Nr. 655 Bl. 91  Sc. 39 Ap. 150, Corund, 548733",Ialomița
68.2319545,-37.762101,"Intrarea Stoica Nr. 918 Bl. 87  Sc. 62 Ap. 834, Viseu de Sus, 272437",Ialomița
-84.2257455,-146.876996,"Aleea Ababei Nr. 319 Bl. 30  Sc. 37 Ap. 209, Floresti, 491403",Bihor
71.6698225,1.557382,"Soseaua Ofelia Dinu Nr. 78, Poiana Mare, 203080",Ialomița
13.8444775,-116.305093,"Drumul Florea Nr. 128, Motru, 501529",Satu Mare
-83.4764115,30.680937,"Bulevardul Preda Nr. 96, Glina, 491500",Dâmbovița
78.9749895,-148.385552,"Drumul Amedeu Preda Nr. 46, Moinesti, 141197",Cluj
-54.717258,-141.121062,"Drumul Tabacu, Satu Mare, 349111",Constanța
-81.9972075,63.869544,"Soseaua Tudor Nr. 774, Giarmata, 259361",Brașov
44.4082945,-46.659418,"Bulevardul Dinu, Baraolt, 448811",Bihor
-27.4374225,118.638312,"Soseaua Voinea Nr. 311 Bl. 26  Sc. 57 Ap. 662, Fagaras, 706400",Galați
69.401244,-43.277956,"Strada Tudor Nr. 390, Tasnad, 455037",Sibiu
-24.3108125,-4.27385,"Drumul Valentin Pop Nr. 823 Bl. 32  Sc. 86 Ap. 883, Vatra Dornei, 267112",Alba
66.1727465,106.387405,"Drumul Mocanu Nr. 43, Caracal, 160727",Ilfov
-10.1891925,-56.448138,"Soseaua Suciu Nr. 123, Urlati, 900561",Iași
73.5568035,133.211471,"Soseaua Albu Nr. 93 Bl. 88  Sc. 21 Ap. 235, Adjud, 700866",Mureș
-76.836297,113.429916,"Aleea Ludmila Diaconescu Nr. 53 Bl. 45  Sc. 11 Ap. 270, Jibou, 718584",Mehedinți
-74.8053525,109.094057,"Intrarea Popa Nr. 716, Cernavoda, 188792",Hunedoara
-52.57915,51.885169,"Aleea Mălina Stancu Nr. 206 Bl. 91  Sc. 61 Ap. 328, Tandarei, 138321",Alba
-56.0367215,114.710377,"Bulevardul Voinea, Buhusi, 837963",Mehedinți
-87.827921,-149.797333,"Intrarea Cristea Nr. 74 Bl. 12  Sc. 91 Ap. 279, Siret, 129036",Arad
-13.734463,-63.06104,"Aleea Dinu Nr. 34, Fetesti, 307928",Galați
-41.9998295,-100.774284,"Intrarea Ancuța Dumitrescu Nr. 59, Bailesti, 645612",Ialomița
78.59757,77.813943,"Aleea Gelu Tabacu, Sovata, 491369",Alba
54.4738525,-32.186114,"Intrarea Stelian Oprea Nr. 94, Onesti, 647992",Ialomița
84.1264215,-23.798135,"Aleea Ioniță Nr. 57 Bl. 32  Sc. 60 Ap. 860, Sabaoani, 696996",Prahova
15.9796545,31.07517,"Intrarea Florina Manole Nr. 24 Bl. 28  Sc. 13 Ap. 972, Peris, 966926",Brăila
-84.571439,-120.756901,"Soseaua Teodora Albu Nr. 550, Otopeni, 860070",Neamț
42.002178,121.974267,"Aleea Voinea, Glina, 776901",Caraș Severin
-4.3858895,111.747049,"Strada Voinea, Rodna, 276234",Dâmbovița
-52.4830385,-38.209022,"Drumul Marin Nr. 74, Valenii de Munte, 749861",Mureș
-5.4653005,62.97152,"Intrarea Călin Nistor Nr. 11 Bl. 98  Sc. 48 Ap. 723, Teius, 728460",Călărași
55.6476095,-102.066296,"Aleea Manole Nr. 745 Bl. 51  Sc. 48 Ap. 694, Sibiu, 214256",Caraș Severin
-84.3461865,1.96288,"Intrarea Gențiana Manole Nr. 11 Bl. 67  Sc. 55 Ap. 135, Valea Mare (Negresti), 999792",Suceava
-49.9353015,-101.5793,"Strada Zina Eftimie Nr. 77 Bl. 82  Sc. 15 Ap. 138, Vicovu de Jos, 299845",Brașov
9.4808935,162.664138,"Soseaua Pop, Beclean, 394892",Teleorman
-71.1430305,62.481149,"Strada Ioniță, Sadova, 476362",Argeș
10.833698,-166.992333,"Drumul Ioniță Nr. 34 Bl. 33  Sc. 91 Ap. 443, Rasinari, 756780",Mureș
-1.4547105,-132.010846,"Soseaua Pușcașu Nr. 53 Bl. 83  Sc. 94 Ap. 678, Motru, 748979",Bacău
64.269228,-128.357733,"Aleea Dumitrana Cristea Nr. 434, Deva, 473571",Gorj
-40.951891,144.085673,"Aleea Ene Nr. 407, Baia Mare, 461894",Giurgiu
74.4847035,-68.295228,"Drumul Voinea, Cugir, 709697",Galați
59.847881,-126.026332,"Soseaua Despina Florea Nr. 84 Bl. 64  Sc. 43 Ap. 794, Slatina, 183800",Harghita
68.321173,-6.871472,"Bulevardul Flora Oprea Nr. 961, Plosca, 248458",Iași
39.1799685,-98.784598,"Drumul Niculina Stan, Tomesti, 552312",Vrancea
-67.211987,-29.183012,"Strada Stoica Nr. 84, Roseti, 516882",Covasna
-54.254789,-115.596961,"Soseaua Dana Niță Nr. 44, Comanesti, 326842",Timiș
33.4299815,-133.694465,"Aleea Stănescu Nr. 69, Paunesti, 380276",București
69.182799,-39.68927,"Aleea Marin Nr. 726 Bl. 53  Sc. 16 Ap. 658, Vicovu de Jos, 270466",Argeș
3.604076,-104.575311,"Drumul Ionescu Nr. 67, Campia Turzii, 969438",Neamț
-78.2566425,68.024158,"Intrarea Zoe Niță, Campina, 568366",Prahova
-40.145213,87.646059,"Drumul Ene Nr. 25, Reghin, 882806",Ilfov
36.3758095,16.121531,"Intrarea Popescu, Baia, 690161",Neamț
6.531766,-53.947792,"Intrarea Emil Oprea Nr. 67, Otelu Rosu, 245077",Bacău
83.6973235,177.277056,"Soseaua Nae Stănescu Nr. 544 Bl. 70  Sc. 22 Ap. 831, Seini, 774600",Bihor
64.738437,-16.079282,"Aleea Stancu, Mangalia, 664413",Giurgiu
-59.617837,162.698089,"Drumul Panagachie Voinea Nr. 429, Zalau, 328957",Vâlcea
-38.03496,-84.539704,"Intrarea Diaconu, Afumati, 222553",Bacău
16.460836,-179.796737,"Drumul Stanca Ardelean, Mioveni, 929256",Mureș
1.5642225,144.893795,"Aleea Dobre Nr. 45, Moinesti, 192400",Bacău
-2.9809065,174.317889,"Soseaua Cristea Nr. 369 Bl. 90  Sc. 93 Ap. 394, Odorheiu Secuiesc, 824238",Sălaj
-50.0683025,-86.260139,"Bulevardul Leontina Niță, Chitila, 875223",Prahova
52.0668705,-2.98848,"Strada Suciu Nr. 837 Bl. 50  Sc. 29 Ap. 405, Horodnic de Sus, 657379",Alba
-85.909793,-107.023061,"Drumul Pușcașu Nr. 204 Bl. 14  Sc. 84 Ap. 267, Medias, 497538",Giurgiu
58.4684815,-105.475607,"Aleea Mazilescu Nr. 818 Bl. 37  Sc. 41 Ap. 218, Targu Frumos, 701714",Maramureș
-69.048088,177.45552,"Drumul Stancu Nr. 438, Victoria, 565122",Călărași
42.105006,-114.83229,"Soseaua Diaconescu Nr. 24 Bl. 62  Sc. 82 Ap. 187, Tuzla, 738817",Botoșani
-21.623762,130.633253,"Drumul Stoica Nr. 11, Ocna Mures, 360313",Bistrița-Năsăud
65.6466615,-0.072341,"Intrarea Eftimie, Teius, 581698",Mureș
-57.2409495,63.151772,"Strada Silviu Toma, Beclean, 411014",Brașov
20.204295,-52.445536,"Soseaua Dorin Stancu Nr. 782 Bl. 72  Sc. 98 Ap. 316, Targu Frumos, 871986",Mehedinți
40.797844,-149.027859,"Intrarea Ioniță Nr. 223 Bl. 77  Sc. 87 Ap. 811, Pipera (Voluntari), 440316",Olt
-27.6186185,160.607874,"Soseaua Nemeș Nr. 37, Vulcan, 345745",Constanța
-16.406828,83.137254,"Drumul Ene Nr. 608, Rosu, 469383",Iași
40.927955,105.338218,"Drumul Stănescu Nr. 19, Codlea, 787661",Argeș
-0.4164155,58.3243,"Intrarea Costin Ardelean, Simleu Silvaniei, 922602",Neamț
52.1039285,92.916467,"Intrarea Manole Nr. 93, Bals, 807870",Timiș
-1.517996,143.536179,"Intrarea Gheorghiu Nr. 39 Bl. 96  Sc. 20 Ap. 404, Rasnov Romacril, 321491",Vaslui
-33.7389245,-149.631844,"Strada Fabia Aanei Nr. 31, Plosca, 954773",Sălaj
60.476227,107.812289,"Strada Sorin Mocanu Nr. 799 Bl. 15  Sc. 71 Ap. 296, Turda, 299624",Gorj
9.524899,142.217599,"Drumul Dochioiu Nr. 132, Sacele, 284169",Maramureș
14.3129225,76.307321,"Strada Nemeș, Dumbravita, 488256",Caraș Severin
50.9788025,60.680962,"Drumul Cristea, Simeria, 461725",București
-4.508817,93.074688,"Aleea Dinu Nr. 142, Otelu Rosu, 621135",Giurgiu
10.5840525,-170.818803,"Soseaua Ioniță Nr. 87 Bl. 98  Sc. 49 Ap. 515, Motru, 374560",Bihor
-9.664753,-61.789542,"Drumul Sonia Nistor Nr. 90, Darabani, 569650",Tulcea
78.680814,-129.810058,"Strada Manole, Vaslui, 353969",Brăila
19.6891645,23.898323,"Aleea Barbu Nr. 28, Ocna Mures, 267791",Giurgiu
70.6399465,7.154856,"Aleea Cristea Nr. 12, Valu lui Traian, 169186",Vaslui
4.7760175,-147.890429,"Drumul Nistor, Baicoi, 711544",Harghita
50.0370015,-26.589045,"Strada Popa, Afumati, 372550",Neamț
80.9215585,-126.920679,"Drumul Ioniță Nr. 41, Ineu, 796057",Caraș Severin
37.343143,-148.356041,"Bulevardul Nistor Nr. 32, Talmaciu, 729234",Mehedinți
-33.274275,41.094899,"Strada Albu Nr. 935, Otelu Rosu, 157685",Argeș
-36.910452,-112.973733,"Intrarea Zoe Nistor, Avrig, 136007",Mehedinți
32.546566,94.553889,"Soseaua Ionescu, Ruscova, 753313",Bistrița-Năsăud
-73.451235,35.466295,"Soseaua Silvana Toma, Mangalia, 649266",Vaslui
85.769965,170.939234,"Strada Norbert Aanei, Pecica, 507751",Dolj
-73.737818,61.892871,"Bulevardul Simion Nistor, Turnu Magurele, 575166",Suceava
-60.8946245,45.612429,"Bulevardul Ababei Nr. 512, Toflea, 178429",Mureș
-0.2729325,113.796399,"Drumul Stoica Nr. 840, Reghin, 494542",Brăila
-73.901001,34.479972,"Strada Popa, Horodnic de Sus, 599582",Tulcea
-0.8745805,143.257626,"Aleea Popescu Nr. 209 Bl. 25  Sc. 95 Ap. 700, Cumpana, 655124",Bihor
-1.496837,-9.693414,"Soseaua Nemeș, Babadag, 851538",Hunedoara
82.063417,-174.302858,"Strada Mazilescu, Curtici, 790664",Neamț
-7.3969375,-73.805204,"Drumul Lucian Stănescu Nr. 46 Bl. 67  Sc. 38 Ap. 112, Eforie Nord, 589417",Maramureș
-77.444247,49.087893,"Drumul Voinea Nr. 390 Bl. 66  Sc. 18 Ap. 540, Giurgiu, 379786",Covasna
-25.2132,176.528204,"Strada Doina Barbu Nr. 42 Bl. 47  Sc. 54 Ap. 447, Arbore, 384346",Dâmbovița
-89.882303,-129.332706,"Intrarea Gabriel Preda Nr. 20 Bl. 87  Sc. 94 Ap. 715, Marghita, 682691",Brăila
0.356636,96.554198,"Bulevardul Dima, Tuzla, 144211",Covasna
-42.3006665,29.085075,"Soseaua Nistor Nr. 99, Sangeorz-Bai, 206833",Botoșani
-44.2783685,-129.16237,"Strada Diaconu Nr. 795 Bl. 33  Sc. 79 Ap. 539, Tecuci, 954112",Mureș
57.8843815,-147.145515,"Bulevardul Stănescu, Santana, 292305",Buzău
39.2950525,50.079553,"Aleea Anton Albu, Bistrita, 598107",Brașov
45.0715255,-90.221249,"Aleea Dumitrescu Nr. 881 Bl. 91  Sc. 39 Ap. 251, Targu Neamt, 323770",Sălaj
4.9954065,127.224747,"Soseaua Edmond Dochioiu Nr. 709, Borcea, 362719",Argeș
-59.130776,-64.155744,"Bulevardul Pușcașu Nr. 853 Bl. 25  Sc. 81 Ap. 629, Baile Borsa, 316864",Galați
-76.4123565,122.957757,"Intrarea Dinu Nr. 34 Bl. 57  Sc. 75 Ap. 616, Sadova, 164761",Neamț
-35.5883885,160.43147,"Soseaua Nemeș Nr. 51 Bl. 80  Sc. 39 Ap. 589, Intorsura Buzaului, 907915",Ilfov
-10.5335875,3.773548,"Intrarea Pavel Ababei Nr. 541 Bl. 23  Sc. 56 Ap. 934, Valea Mare (Negresti), 767531",Vâlcea
-89.6659255,-111.241658,"Drumul Ardelean Nr. 788 Bl. 62  Sc. 79 Ap. 526, Alexandria, 714421",Sălaj
44.1267215,98.278671,"Bulevardul Iulian Florea Nr. 65 Bl. 91  Sc. 33 Ap. 283, Targu Frumos, 188403",Maramureș
-74.177891,106.427058,"Aleea Georgescu Nr. 33 Bl. 48  Sc. 80 Ap. 710, Dorohoi, 654570",Caraș Severin
-6.4242415,38.425694,"Drumul Tabacu Nr. 229, Avrig, 269138",Harghita
80.47117,-73.91257,"Intrarea Ioniță, Rosiori de Vede, 421646",Maramureș
-46.51241,176.907914,"Soseaua Ioniță, Breaza de Sus, 600096",Brașov
-9.067993,50.26954,"Strada Julieta Voinea Nr. 86 Bl. 17  Sc. 91 Ap. 756, Siria, 256398",Botoșani
-31.80455,124.347461,"Intrarea Pop, Sacueni, 706775",Dâmbovița
78.690534,-75.343097,"Drumul Stan Nr. 439 Bl. 94  Sc. 67 Ap. 842, Caracal, 686872",Satu Mare
-58.652148,-167.812023,"Intrarea Marin Nr. 30 Bl. 72  Sc. 71 Ap. 663, Domnesti, 468371",Bihor
-60.423026,-62.070833,"Intrarea Ababei, Bragadiru, 327744",Harghita
-27.343327,-145.343588,"Soseaua Ene Nr. 48, Valea Mare (Negresti), 295658",Caraș Severin
80.3536275,24.593487,"Bulevardul Albu Nr. 758 Bl. 60  Sc. 99 Ap. 522, Horodnic de Sus, 169330",Mureș
-36.820952,-95.255106,"Strada Popescu Nr. 27, Petrosani, 396309",Sibiu
38.393178,-94.952523,"Soseaua Ardelean Nr. 90 Bl. 95  Sc. 43 Ap. 374, Brad, 281801",Călărași
10.2327755,-173.26246,"Drumul Albu, Lugoj, 810623",Călărași
-38.615635,83.674398,"Bulevardul Romanița Popescu, Oltenita, 329998",Maramureș
-88.7676725,-61.618862,"Strada Cristea Nr. 36, Corabia, 924645",Teleorman
89.0612895,109.544249,"Aleea Pușcașu Nr. 54, Macin, 980408",Alba
11.315742,75.598366,"Soseaua Coralia Stancu Nr. 63, Valenii de Munte, 564335",Bihor
45.0830865,-19.242288,"Intrarea Mocanu Nr. 249 Bl. 99  Sc. 31 Ap. 472, Sighisoara, 180243",Tulcea
-33.0632235,-78.535579,"Aleea Nistor Nr. 20, Radauti, 854398",Dolj
62.973784,-134.532402,"Intrarea Ladislau Dochioiu, Tarnaveni, 613645",Satu Mare
70.4114795,-172.053513,"Aleea Loredana Mocanu Nr. 58, Chitila, 491972",Teleorman
-11.767356,-131.969508,"Aleea Ardelean Nr. 326 Bl. 28  Sc. 75 Ap. 343, Pitesti, 305787",Bistrița-Năsăud
-61.540342,-127.079939,"Strada Dida Diaconu Nr. 37, Oltenita, 885329",Giurgiu
-54.2105855,108.588994,"Drumul Oprea, Campina, 418183",Ialomița
-15.165265,109.332834,"Intrarea Suciu Nr. 541, Magurele, 550642",Buzău
47.65134,-107.968268,"Intrarea Ivan Diaconescu Nr. 373, Apahida, 262783",Tulcea
-83.558714,179.151206,"Strada Stoica Nr. 95 Bl. 72  Sc. 47 Ap. 121, Galati, 440944",Mehedinți
-56.889974,63.183552,"Aleea Tomescu Nr. 54 Bl. 80  Sc. 63 Ap. 669, Sebis, 297542",Dâmbovița
13.9264405,50.670915,"Drumul Niță Nr. 726 Bl. 34  Sc. 89 Ap. 925, Gheorgheni, 612289",Arad
87.0322775,58.587107,"Bulevardul Voinea, Rasnov, 519492",Brăila
-65.7496785,-124.447673,"Drumul Dinu Nr. 45 Bl. 52  Sc. 81 Ap. 277, Floresti, 400284",Cluj
39.0390085,-170.96869,"Strada Pușcașu Nr. 320, Bumbesti-Jiu, 920002",Brașov
24.325309,47.464443,"Soseaua Dima Nr. 124, Techirghiol, 370332",Vaslui
8.7612295,-177.880514,"Bulevardul Stănescu Nr. 60 Bl. 58  Sc. 74 Ap. 302, Sfantu Gheorghe, 643973",Ialomița
-28.7930945,-19.606118,"Strada Sorin Marin Nr. 365 Bl. 55  Sc. 20 Ap. 778, Anina, 279905",București
43.2662395,-122.483547,"Soseaua Claudia Pop, Savinesti (Poiana Teiului), 521147",Botoșani
27.3074405,-20.829355,"Bulevardul Diaconescu, Poienile de sub Munte, 744159",Timiș
6.8808165,-162.008405,"Soseaua Minodora Dochioiu, Lupeni, 427869",Covasna
-52.7259365,-91.781809,"Intrarea Eftimie Nr. 627 Bl. 20  Sc. 50 Ap. 533, Vlahita, 697928",Constanța
-60.8172775,-56.168253,"Bulevardul Aureliana Voinea Nr. 10 Bl. 86  Sc. 62 Ap. 267, Braila, 233254",Sibiu
83.0846195,35.193662,"Bulevardul Petrișor Manole Nr. 766 Bl. 67  Sc. 82 Ap. 507, Glina, 446564",Mureș
57.005548,35.707512,"Drumul Fabiana Aanei, Domnesti, 785105",Călărași
31.8784535,-59.877348,"Strada Dinu, Comanesti, 468416",Buzău
-2.327926,134.029255,"Drumul Eric Stănescu, Moinesti, 948568",Călărași
2.040736,-53.413037,"Soseaua Tudor Nr. 66, Codlea, 768388",Cluj
-76.566601,-30.035711,"Bulevardul Pop, Vulcan, 307248",Brașov
-79.94798,151.13085,"Bulevardul Voichița Nistor, Deta, 859781",Ialomița
62.401417,-32.498013,"Intrarea Avram Aanei Nr. 858 Bl. 76  Sc. 62 Ap. 828, Husi, 862518",Maramureș
5.147608,22.95207,"Intrarea Aristița Ardelean Nr. 192, Fetesti-Gara, 274660",Vrancea
24.0205755,-179.857071,"Aleea Simi Florea Nr. 90, Carei, 232128",Ilfov
50.094826,74.153794,"Bulevardul Doina Oprea Nr. 376 Bl. 63  Sc. 81 Ap. 284, Victoria, 378364",Bacău
58.51273,-4.562349,"Aleea Nemeș Nr. 35 Bl. 61  Sc. 92 Ap. 588, Covasna, 878567",Dolj
-58.035618,-160.69799,"Soseaua Tabacu Nr. 20, Agnita, 292343",Constanța
45.6866935,-159.963271,"Intrarea Ioniță Nr. 737 Bl. 21  Sc. 82 Ap. 779, Breaza de Sus, 370875",Galați
23.907146,154.393547,"Aleea Ilarion Niță Nr. 36, Gheorgheni, 235127",Galați
72.018816,95.390816,"Bulevardul Severina Gheorghiu Nr. 931 Bl. 77  Sc. 29 Ap. 936, Plosca, 625278",Dâmbovița
-22.761019,-62.152511,"Bulevardul Dumitrescu Nr. 73, Calafat, 828355",Mehedinți
4.687821,179.874499,"Strada Dima Nr. 523 Bl. 89  Sc. 48 Ap. 784, Iernut, 544481",Covasna
-24.173571,15.015974,"Intrarea Niță, Braila, 202326",Hunedoara
-43.063626,-174.496714,"Intrarea Gheorghiu Nr. 417 Bl. 76  Sc. 31 Ap. 980, Poienile de sub Munte, 442377",Neamț
-66.548163,-53.208775,"Bulevardul Stancu Nr. 88, Pantelimon, 361146",Galați
28.8030445,-71.870211,"Intrarea Dochioiu, Tomesti, 549731",Galați
35.1573325,-107.592417,"Strada Nistor, Peris, 652716",Constanța
32.731137,-145.875622,"Intrarea Iosif Dima Nr. 64, Greci, 534971",Brăila
6.4962345,-6.859072,"Strada Dima, Moreni, 866400",Giurgiu
-4.294283,42.602541,"Intrarea Dima, Roseti, 657975",București
-13.462859,142.538873,"Soseaua Ariadna Stoica, Falticeni, 630818",Satu Mare
51.1033585,132.166139,"Soseaua Barbu Nr. 14, Calan, 585305",Ialomița
-8.6714785,59.770751,"Intrarea Damian Nemeș Nr. 64 Bl. 94  Sc. 25 Ap. 940, Straja, 510344",Ialomița
-5.5510985,123.094419,"Bulevardul Ababei, Bumbesti-Jiu, 882530",Suceava
-45.4103325,139.653808,"Bulevardul Pop Nr. 37 Bl. 36  Sc. 19 Ap. 964, Gura Humorului, 643392",Ialomița
-10.942285,-151.559213,"Drumul Manole, Vlahita, 966978",Brașov
75.202046,66.548787,"Aleea Ernest Stan Nr. 34, Pancota, 905321",Cluj
7.262449,38.96892,"Intrarea Mocanu Nr. 52 Bl. 30  Sc. 29 Ap. 962, Fundeni, 451034",Maramureș
-76.4602775,-167.581998,"Drumul Măriuca Barbu, Targoviste, 630983",Brăila
55.7327445,76.875621,"Intrarea Ionescu Nr. 649 Bl. 85  Sc. 87 Ap. 272, Marghita, 269013",Teleorman
14.824206,6.785276,"Strada Stănescu, Pancota, 373519",Iași
-37.168031,29.446284,"Aleea Nistor Nr. 984, Baia Sprie, 980380",Olt
7.1424425,-57.221513,"Bulevardul Tinca Ababei, Lunca Cetatuii, 553393",Sibiu
-7.0206915,-48.765406,"Bulevardul Pușcașu Nr. 629 Bl. 45  Sc. 57 Ap. 244, Iasi, 788596",Prahova
18.2130395,168.109082,"Drumul Dochia Ardelean Nr. 39 Bl. 71  Sc. 94 Ap. 440, Cornetu, 470947",Sălaj
-84.704246,-73.933816,"Intrarea Dochioiu Nr. 542, Oradea, 899578",Bacău
41.151574,6.127396,"Soseaua Magdalena Manole Nr. 870 Bl. 81  Sc. 57 Ap. 642, Baraolt, 441581",Bacău
-59.939966,162.921757,"Soseaua Anghelina Nemeș, Tulcea, 880680",Sibiu
-13.956613,-54.297178,"Intrarea Dorin Diaconescu, Cluj-Napoca, 150046",Suceava
-28.146636,-7.932888,"Drumul Dobre, Curtea de Arges, 191099",Brașov
5.0234505,-155.021443,"Aleea Timea Mazilescu Nr. 215, Pitesti, 695428",Vâlcea
52.652186,29.802893,"Strada Eftimie, Pitesti, 812526",Giurgiu
-6.2704895,99.001018,"Aleea Dochioiu, Vulcan, 489890",Teleorman
76.0092855,45.596626,"Intrarea Albu Nr. 75, Baraolt, 843890",Galați
-80.4425145,161.081509,"Bulevardul Diaconescu Nr. 81, Darabani, 508761",Sibiu
37.531898,-24.592501,"Aleea Ababei Nr. 22, Tarnaveni, 231032",Brăila
-38.828474,75.969018,"Drumul Mazilescu, Valea Mare (Babeni), 217351",Argeș
43.3300315,-171.057699,"Drumul Popa Nr. 57, Titu, 655100",Neamț
54.899242,5.912782,"Drumul Frederic Albu, Falticeni, 536829",Satu Mare
15.3804655,44.641977,"Bulevardul Zina Stan Nr. 59 Bl. 49  Sc. 31 Ap. 864, Cornetu, 677422",Brăila
78.4449085,48.611353,"Bulevardul Preda Nr. 847 Bl. 65  Sc. 83 Ap. 202, Satu Mare, 483787",Mehedinți
-6.393397,-123.706226,"Strada Ruxanda Tomescu, Dumbraveni, 796263",Arad
-17.6145465,167.313913,"Strada Zeno Diaconu Nr. 405 Bl. 48  Sc. 42 Ap. 655, Sighetu Marmatiei, 492199",Bistrița-Năsăud
52.915019,-58.171747,"Bulevardul Popescu Nr. 660, Teius, 415163",Suceava
-43.2286985,-165.915495,"Aleea Stoica Nr. 93 Bl. 49  Sc. 16 Ap. 865, Balan, 912509",Buzău
-14.769271,16.540252,"Intrarea Dumitrescu, Valea lui Mihai, 821553",Giurgiu
76.3887775,-46.492576,"Soseaua Diaconescu Nr. 67, Giarmata, 876482",București
-31.1944825,171.578415,"Strada Popescu Nr. 31, Slobozia, 912951",Mureș
87.679578,-46.072568,"Bulevardul Florin Gheorghiu Nr. 331 Bl. 93  Sc. 91 Ap. 499, Mangalia, 806974",Alba
-88.7843585,-32.191485,"Soseaua Lorelei Diaconescu Nr. 158, Gura Humorului, 576211",Brăila
28.7464145,30.932745,"Intrarea Denis Barbu Nr. 722 Bl. 22  Sc. 15 Ap. 591, Draganesti-Olt, 291068",Brăila
78.0991265,-10.393671,"Drumul Gheorghiu, Sangeorgiu de Mures, 111411",Buzău
-69.368745,136.235084,"Aleea Preda Nr. 65, Caransebes, 220169",Giurgiu
-51.4611515,-170.935227,"Strada Gheorghiu Nr. 98, Targu Frumos, 855617",Covasna
7.447782,-106.243313,"Drumul Felicia Diaconescu Nr. 22 Bl. 75  Sc. 70 Ap. 328, Plosca, 848329",Ialomița
-19.5981705,158.697887,"Strada Ruxanda Georgescu, Tuzla, 895440",Botoșani
-63.8231475,-36.512326,"Soseaua Oprea Nr. 55 Bl. 22  Sc. 52 Ap. 146, Talmaciu, 504420",Vrancea
-65.2619355,-90.853882,"Strada Norman Pușcașu Nr. 14, Calan, 156058",Alba
-88.725426,60.814996,"Aleea Stănescu, Topoloveni, 168012",Gorj
-39.4792625,-148.512371,"Drumul Mocanu Nr. 71, Oituz, 300750",Harghita
-28.2974245,-55.064594,"Drumul Georgescu Nr. 92, Baciu, 731301",Buzău
-83.845146,-18.05502,"Intrarea Ionescu Nr. 11, Constanta, 851351",Mureș
13.734553,-177.460633,"Drumul Costel Ababei Nr. 608, Roman, 161092",Călărași
51.0571575,71.002236,"Aleea Suciu Nr. 518, Valea Mare (Babeni), 343933",Cluj
30.4877575,92.446863,"Strada Gheorghiu, Intorsura Buzaului, 179592",Alba
50.3559865,-39.320499,"Drumul Voinea Nr. 31, Cernavoda, 881655",Vrancea
63.2126045,-107.072134,"Intrarea Evelina Dinu Nr. 938 Bl. 32  Sc. 44 Ap. 919, Oltenita, 809753",Ilfov
11.5977105,24.591586,"Intrarea Cristea, Targoviste, 752124",Caraș Severin
80.780828,144.622292,"Strada Florea Nr. 224 Bl. 80  Sc. 38 Ap. 798, Petrila, 352056",Tulcea
-80.40272,137.923077,"Strada Pop Nr. 15, Horodnic de Sus, 370397",Dolj
-53.1299715,5.723864,"Intrarea Ariana Ardelean, Cajvana, 169473",Caraș Severin
-56.8683995,-30.389383,"Drumul Stănescu, Otopeni, 603800",Argeș
29.628419,-70.203231,"Intrarea Mihnea Ionescu Nr. 50, Salonta, 586537",Caraș Severin
23.065663,-170.646958,"Soseaua Codrin Florea Nr. 222, Petrila, 327627",Timiș
-29.2561385,-154.518989,"Intrarea Ene, Campina, 980483",Buzău
-20.9864275,-3.59815,"Soseaua Albu Nr. 76, Podu Iloaiei, 377341",Covasna
18.841633,56.435545,"Aleea Marius Ene, Videle, 154471",Prahova
68.6356475,149.637386,"Drumul Tudor, Targoviste, 938786",Dâmbovița
-42.124301,91.019333,"Bulevardul Silvana Mazilescu Nr. 950, Vaslui, 944392",București
-53.2263335,-13.048859,"Intrarea Frusina Georgescu Nr. 68 Bl. 61  Sc. 91 Ap. 773, Gura Humorului, 286303",Sălaj
-42.4637965,146.968279,"Bulevardul Stancu Nr. 49, Dragalina, 997368",Giurgiu
-42.772961,-119.104825,"Drumul Eftimie Nr. 142, Negresti, 158555",Vaslui
-3.7182875,-156.253479,"Aleea Cristea Nr. 947, Stei, 929132",Timiș
-83.461264,-157.862505,"Intrarea Nistor Nr. 504, Ianca, 788366",Vâlcea
-11.5417315,-42.452401,"Soseaua Ionescu Nr. 309, Baicoi, 990838",Botoșani
81.4401275,-25.943874,"Bulevardul Barbu, Timisoara, 668649",Sibiu
18.153212,-111.068437,"Drumul Tudor Nr. 20 Bl. 50  Sc. 92 Ap. 984, Vatra Dornei, 930475",Hunedoara
-54.331092,-27.072996,"Soseaua Popescu Nr. 48 Bl. 88  Sc. 84 Ap. 458, Gura Humorului, 961632",Ilfov
10.5057185,-159.568394,"Aleea Nemeș, Poienile de sub Munte, 896101",Bihor
-30.1852095,-80.099396,"Aleea Pușcașu Nr. 827, Dabuleni, 753999",Galați
-30.848995,-49.694571,"Drumul Alexe Nistor, Valea lui Mihai, 825382",Prahova
69.4304175,75.226531,"Aleea Marin Nr. 758 Bl. 10  Sc. 13 Ap. 637, Giurgiu, 626785",Sălaj
17.8509835,-113.867419,"Bulevardul Marta Suciu Nr. 58 Bl. 27  Sc. 93 Ap. 486, Fundulea, 836698",Iași
22.94222,-167.661895,"Drumul Fabiana Diaconescu, Pantelimon, 911141",Teleorman
42.74346,-152.490472,"Soseaua Voinea, Dragasani, 255561",Teleorman
29.349269,-83.28931,"Aleea Teodora Popescu Nr. 175, Sighisoara, 816680",Cluj
