"computer_id","mac_address","ip_address","user_id"
"2655","cb:5b:f7:d7:03:e1","221.120.220.242","12614"
"2656","6d:ca:be:e9:01:03","31.125.144.238","12615"
"2657","b7:8e:11:ba:79:0d","203.36.183.247","12616"
"2658","f1:7b:a3:6b:9e:5a","145.206.214.89","12617"
"2659","4a:b9:e7:32:71:75","80.147.11.49","12618"
"2660","ad:4c:6d:c5:5d:f0","15.232.174.123","12619"
"2661","bd:f8:de:ea:f2:0d","191.79.11.114","12620"
"2662","c3:9f:df:89:ff:72","133.68.215.128","12621"
"2663","90:b9:32:43:6e:94","121.207.70.73","12622"
"2664","1b:98:dc:36:49:94","211.22.3.9","12623"
"2665","72:bf:2c:25:f8:4a","6.28.135.227","12624"
"2666","b3:93:59:d7:dd:a4","82.64.79.74","12625"
"2667","fb:df:bf:3b:6e:97","91.161.117.56","12626"
"2668","80:42:76:44:6d:a5","141.187.245.79","12627"
"2669","a9:af:54:66:b9:fc","45.80.201.36","12628"
"2670","6c:3d:5f:b3:db:aa","20.252.7.147","12629"
"2671","96:2b:a0:17:d0:74","165.172.247.106","12630"
"2672","f8:b2:12:b0:2a:07","177.208.32.215","12631"
"2673","38:5b:7f:64:5d:0c","2.75.185.228","12632"
"2674","63:e0:ac:8d:e3:61","101.13.63.85","12633"
"2675","fc:2e:af:fd:fb:38","101.57.209.205","12634"
"2676","f7:65:85:00:cb:fd","185.17.158.9","12635"
"2677","40:16:42:6f:8e:18","145.70.225.153","12636"
"2678","24:33:49:b7:00:b6","215.197.1.38","12637"
"2679","6c:2c:d9:da:91:35","82.103.23.65","12638"
"2680","0e:c0:b7:5c:14:d1","84.158.204.249","12639"
"2681","4e:10:d6:5d:d9:07","178.155.126.94","12640"
"2682","24:c1:c6:e9:f7:c4","192.191.54.67","12641"
"2683","b8:54:33:b3:c2:4f","121.223.99.184","12642"
"2684","45:a1:0d:2d:6f:69","54.88.34.48","12643"
"2685","d8:f8:cc:06:9c:8f","62.70.202.140","12644"
"2686","76:ed:6b:6b:6f:05","121.68.148.92","12645"
"2687","30:b4:aa:eb:c8:f5","18.238.251.72","12646"
"2688","61:90:3e:bc:99:d2","194.171.53.24","12647"
"2689","40:34:82:96:af:28","60.209.80.72","12648"
"2690","0c:58:ef:68:b0:eb","20.34.40.129","12649"
"2691","d6:56:8c:eb:22:dd","220.235.195.128","12650"
"2692","ce:21:c9:2f:92:96","7.172.177.198","12651"
"2693","79:9e:e8:c3:76:78","83.200.142.87","12652"
"2694","7c:cd:30:05:da:bd","82.108.107.147","12653"
"2695","93:c2:a0:28:85:c5","38.129.137.159","12654"
"2696","52:24:69:e7:ec:26","41.198.15.118","12655"
"2697","78:58:1e:9d:cb:2f","192.251.62.108","12656"
"2698","31:3d:78:e5:3a:09","174.124.48.11","12657"
"2699","2b:55:b6:ef:ff:1f","107.184.215.164","12658"
"2700","42:59:18:de:91:f8","175.191.141.210","12659"
"2701","23:03:59:fe:b7:6a","67.84.170.67","12660"
"2702","6d:54:2d:fd:50:7d","143.161.122.137","12661"
"2703","52:ce:ae:ed:93:fe","145.145.2.247","12662"
"2704","62:2b:0c:56:6b:70","166.162.74.131","12663"
"2705","bc:6f:4c:54:b6:af","14.150.180.112","12664"
"2706","fe:8f:00:58:7e:7b","130.205.24.46","12665"
"2707","03:0f:cd:12:ab:75","134.125.159.238","12666"
"2708","ec:64:f4:ee:2e:93","205.38.27.154","12667"
"2709","34:ed:e7:16:e8:e2","122.20.173.253","12668"
"2710","a0:6c:04:84:01:60","125.204.139.43","12669"
"2711","3e:0d:5d:b8:3c:0d","98.8.111.234","12670"
"2712","0e:cc:f6:8a:55:3e","136.253.225.14","12671"
"2713","79:1b:e5:d0:1b:25","43.152.123.44","12672"
"2714","b8:b4:8f:65:f7:eb","111.206.3.15","12673"
"2715","fd:a4:af:b0:5d:01","24.216.41.85","12674"
"2716","13:b2:91:27:87:40","54.126.229.73","12675"
"2717","68:ff:6b:ee:7a:a7","90.35.14.204","12676"
"2718","b9:a9:b8:59:23:57","187.197.53.182","12677"
"2719","df:8d:ce:a0:d3:4d","61.206.209.60","12678"
"2720","90:d8:4f:17:f9:9e","195.220.82.161","12679"
"2721","de:31:57:5d:0c:7f","145.142.254.81","12680"
"2722","3f:a3:7e:2a:60:f1","207.174.101.31","12681"
"2723","5d:fd:b0:e8:0f:1b","3.249.53.14","12682"
"2724","fe:49:8d:7a:74:26","166.121.217.14","12683"
"2725","af:d6:cb:2b:79:2c","155.97.81.244","12684"
"2726","22:9c:fc:9e:c8:24","96.93.161.153","12685"
"2727","2b:62:54:5d:5e:8a","29.159.63.116","12686"
"2728","84:61:f0:07:1e:ed","92.57.35.99","12687"
"2729","79:88:30:5d:49:8a","116.72.58.136","12688"
"2730","c5:fc:4b:36:4b:11","59.252.31.34","12689"
"2731","ac:8f:ec:4d:68:73","155.236.209.24","12690"
"2732","38:08:36:0d:1a:69","201.140.201.246","12691"
"2733","23:c1:f7:32:98:fb","28.19.182.1","12692"
"2734","33:92:79:b9:b9:76","36.162.254.248","12693"
"2735","ca:1b:bb:f0:62:8c","57.73.190.232","12694"
"2736","d2:25:33:5a:42:01","133.120.64.218","12695"
"2737","a5:06:6b:4c:34:b1","102.152.228.13","12696"
"2738","3e:09:6d:4f:7a:9d","214.218.133.242","12697"
"2739","19:7b:4a:69:af:51","102.128.56.31","12698"
"2740","7f:3a:ff:0a:a0:ca","13.213.239.210","12699"
"2741","33:43:76:2e:2e:b9","59.87.236.222","12700"
"2742","92:3e:6a:2a:05:b6","99.15.212.93","12701"
"2743","de:7f:a7:93:93:28","11.220.225.44","12702"
"2744","91:f8:81:3f:ff:88","123.90.120.160","12703"
"2745","f7:d2:46:a3:89:0e","137.98.147.164","12704"
"2746","cc:ea:7f:a2:ad:d9","209.120.51.112","12705"
"2747","d7:d6:ff:3e:f0:ed","207.194.219.112","12706"
"2748","9b:26:03:a3:e5:c4","2.234.209.5","12707"
"2749","46:9f:c7:90:f7:45","132.47.164.60","12708"
"2750","10:3f:1c:7f:ed:c2","55.40.234.125","12709"
"2751","2b:24:f4:81:56:8e","185.34.47.177","12710"
"2752","f3:36:fc:71:1a:ed","25.45.136.214","12711"
"2753","45:ee:d0:b1:d5:40","51.195.131.98","12712"
"2754","35:e7:96:9e:8d:dc","198.79.201.224","12713"
"2755","2b:c9:f5:10:d6:f0","7.131.182.169","12714"
"2756","9f:7b:cd:fc:91:ec","71.134.118.15","12715"
"2757","3b:0e:4a:a7:a9:14","155.123.131.74","12716"
"2758","09:75:dc:bb:69:df","200.114.5.147","12717"
"2759","ac:20:40:60:eb:91","19.37.106.4","12718"
"2760","41:ba:03:20:36:23","125.220.50.150","12719"
"2761","dd:38:f4:1f:d2:fe","54.131.6.184","12720"
"2762","88:a9:f6:e5:ae:fc","28.192.9.158","12721"
"2763","f3:20:43:26:cc:49","48.4.86.34","12722"
"2764","e7:57:3a:9b:1a:45","82.72.125.67","12723"
"2765","d4:4e:db:80:97:1f","24.190.20.4","12724"
"2766","ad:34:2a:4d:c9:41","80.201.8.229","12725"
"2767","df:5e:9a:94:e9:c3","7.69.219.200","12726"
"2768","d1:76:24:a6:fc:26","168.21.252.73","12727"
"2769","49:0b:d1:41:11:ba","163.75.226.58","12728"
"2770","16:54:25:eb:99:b3","158.188.245.32","12729"
"2771","8e:d5:8d:e3:7d:dc","145.192.96.136","12730"
"2772","54:9f:85:c2:55:10","14.101.202.171","12731"
"2773","45:41:cd:9d:3f:3e","88.84.228.150","12732"
"2774","51:d0:36:12:3e:d3","129.16.84.122","12733"
"2775","b7:d6:61:08:47:f5","22.194.252.125","12734"
"2776","19:87:49:70:1e:d5","68.241.251.49","12735"
"2777","4c:7b:8b:cb:42:2d","155.116.29.10","12736"
"2778","22:4b:23:9f:60:42","79.131.130.184","12737"
"2779","4c:12:5d:8c:a4:32","54.226.195.240","12738"
"2780","dc:a6:5f:cb:77:51","98.149.2.251","12739"
"2781","78:f2:09:39:d8:4b","220.70.129.150","12740"
"2782","69:09:ee:c3:d3:5a","147.7.114.94","12741"
"2783","fc:dd:51:ea:e2:84","20.72.92.68","12742"
"2784","6e:52:7a:cc:d2:e0","150.14.43.54","12743"
"2785","21:a2:8c:c2:3c:d0","215.182.80.120","12744"
"2786","e3:f2:53:62:75:1a","54.210.193.139","12745"
"2787","fb:15:0c:70:bf:4a","58.186.186.99","12747"
"2788","dc:96:4c:17:a1:5b","116.220.120.68","12748"
"2789","ef:46:8d:79:64:6b","165.30.98.0","12749"
"2790","19:b8:e4:b7:6d:9a","160.253.141.18","12750"
"2791","5b:ee:85:4f:f7:25","216.173.144.169","12751"
"2792","ca:3c:f4:b7:d0:fc","108.168.82.91","12752"
"2793","6c:e6:16:1a:1f:19","34.34.5.50","12753"
"2794","5a:7a:f5:84:42:03","164.14.207.51","12754"
"2795","7c:1d:31:f6:97:44","157.138.68.33","12755"
"2796","e0:98:1d:25:b9:16","2.249.49.26","12756"
"2797","d3:7c:f7:67:ed:68","113.139.37.238","12757"
"2798","53:73:f6:a6:33:79","160.219.196.125","12758"
"2799","c8:4f:f1:a3:89:8f","10.209.108.198","12759"
"2800","11:f7:82:82:c5:db","19.16.160.63","12760"
"2801","5e:ab:81:ed:01:43","56.205.4.32","12761"
"2802","e1:19:d2:d0:52:38","69.219.246.68","12762"
"2803","06:ce:4e:3b:ac:38","186.121.154.145","12763"
"2804","c0:18:8f:ae:80:0b","111.154.124.237","12764"
"2805","73:00:60:19:b0:58","188.195.31.5","12765"
"2806","f9:0b:88:17:17:dd","220.7.7.98","12766"
"2807","40:19:c2:e3:75:1e","95.240.117.24","12767"
"2808","1b:e0:ca:d0:d5:66","139.127.7.58","12768"
"2809","cd:3d:d9:9f:51:ff","113.34.9.125","12769"
"2810","92:bb:21:9a:bd:ef","177.24.84.216","12770"
"2811","8b:69:9e:4a:56:1e","74.75.246.114","12771"
"2812","e0:8c:1a:d3:49:44","209.95.133.5","12772"
"2813","80:a3:d0:9e:22:f8","214.194.99.237","12773"
"2814","a8:6a:94:25:38:e7","200.114.117.246","12774"
"2815","b2:b3:db:b2:d9:95","16.247.159.101","12775"
"2816","02:d1:d3:47:19:39","222.183.94.83","12776"
"2817","e2:28:eb:4d:d9:4b","129.80.141.181","12777"
"2818","c7:02:9f:fa:10:1b","36.224.168.115","12778"
"2819","a6:68:6e:12:f5:89","107.91.115.235","12779"
"2820","a0:0f:f4:07:82:bd","84.101.255.27","12780"
"2821","df:06:0e:9a:6a:4a","75.104.50.88","12782"
"2822","d9:79:ce:54:7f:f4","221.45.15.62","12783"
"2823","79:4b:35:a3:61:a6","143.26.184.126","12784"
"2824","25:cd:c9:51:64:6d","98.185.203.148","12785"
"2825","af:67:ab:03:50:1c","183.227.214.98","12786"
"2826","4b:60:33:0e:ee:f0","66.175.21.187","12787"
"2827","a4:fb:2e:e5:99:f6","94.76.112.164","12788"
"2828","4a:6d:fe:9f:a5:40","123.229.53.31","12789"
"2829","15:7a:c3:76:c7:d5","97.119.96.234","12790"
"2830","40:87:28:5b:71:d8","52.152.226.58","12791"
"2831","0c:d4:a3:dd:bf:ab","48.252.216.111","12792"
"2832","f8:96:c3:2c:57:8b","90.169.114.56","12793"
"2833","98:d8:c4:ce:bc:38","71.154.22.254","12794"
"2834","de:ea:0c:4c:09:60","149.116.80.184","12795"
"2835","81:63:32:45:9d:7a","107.33.224.201","12796"
"2836","e9:e6:52:82:01:78","41.16.219.225","12797"
"2837","d6:d5:51:13:47:06","36.43.110.100","12798"
"2838","55:47:e3:25:f1:85","115.211.224.80","12799"
"2839","c8:bb:5c:a0:3f:98","135.50.142.114","12800"
"2840","78:a5:c3:f2:73:cd","199.22.239.102","12801"
"2841","05:37:e6:c5:80:68","194.76.16.231","12802"
"2842","98:6e:50:0c:59:5e","187.255.145.122","12803"
"2843","2d:aa:30:42:70:dd","67.95.125.224","12804"
"2844","9d:86:c2:f1:b0:b0","30.78.240.12","12805"
"2845","76:43:dd:35:b8:0b","81.10.67.130","12806"
"2846","cd:6d:6f:cc:d6:2f","98.242.209.50","12807"
"2847","8f:65:99:62:6a:d9","42.237.236.241","12808"
"2848","82:d6:20:1a:37:8c","126.161.205.147","12809"
"2849","cc:de:8b:7d:86:c5","7.203.82.15","12810"
"2850","7b:a7:ab:ba:c7:c6","53.125.189.111","12811"
"2851","89:f0:0f:78:fc:1c","118.55.185.103","12812"
"2852","b5:bf:0a:58:da:a7","88.58.184.78","12813"
"2853","fd:60:51:e7:78:5e","33.44.194.194","12814"
"2854","75:2d:0b:aa:cb:a7","51.104.134.181","12815"
"2855","a1:3b:a0:bd:aa:56","130.252.140.144","12816"
"2856","21:f1:4d:58:33:3c","222.114.68.71","12817"
"2857","15:1e:bf:03:b5:22","55.121.118.61","12818"
"2858","0a:99:d6:95:cd:e2","40.111.171.197","12820"
"2859","cc:61:fe:ca:29:3f","119.64.119.135","12821"
"2860","bb:09:9b:d5:6d:6f","181.141.110.206","12822"
"2861","6f:0a:c8:83:e7:bd","181.193.108.100","12823"
"2862","aa:f8:25:35:8e:c6","62.33.163.157","12824"
"2863","de:a2:28:42:d8:3b","143.223.196.247","12825"
"2864","3f:2c:9a:33:4f:c7","221.5.33.17","12826"
"2865","49:c1:88:f9:55:7d","93.6.140.183","12827"
"2866","2f:97:e3:4c:0c:c7","45.181.103.68","12828"
"2867","8b:52:ad:36:e8:4d","201.212.157.219","12829"
"2868","c7:ff:4f:a8:25:67","215.148.193.201","12830"
"2869","21:a6:49:58:c2:f6","213.56.249.220","12831"
"2870","7c:70:98:39:7b:fe","170.249.11.184","12832"
"2871","b8:88:52:ee:73:b6","171.174.40.142","12833"
"2872","e9:c7:c6:8f:16:d9","53.232.110.91","12834"
"2873","7f:55:9f:d4:c6:1f","23.140.251.109","12835"
"2874","26:01:15:b4:04:da","14.216.233.218","12836"
"2875","69:4d:87:24:49:3c","216.209.160.52","12837"
"2876","4c:22:b3:27:51:76","29.165.45.86","12838"
"2877","e6:c3:c2:30:9c:e2","159.222.26.250","12839"
"2878","b7:29:21:b8:4c:eb","22.189.55.9","12840"
"2879","90:c3:7b:ad:f2:72","222.18.219.217","12841"
"2880","f3:9f:4f:05:0e:3f","206.30.209.183","12842"
"2881","62:f7:af:1d:5d:28","154.169.82.245","12843"
"2882","aa:05:7b:b4:39:e5","220.170.101.11","12844"
"2883","ac:b7:d6:81:f0:73","67.131.165.97","12845"
"2884","b3:d2:83:7d:69:e6","96.77.190.71","12846"
"2885","16:c1:14:51:7e:ee","102.57.200.238","12847"
"2886","29:45:e1:7e:bf:4f","149.164.185.213","12848"
"2887","74:56:70:55:6f:88","113.150.155.72","12849"
"2888","a0:57:e5:a8:b4:c0","6.218.251.2","12850"
"2889","9b:6a:d7:0d:5e:19","142.102.106.167","12851"
"2890","dd:00:ff:e8:2d:95","63.113.130.155","12852"
"2891","71:35:94:98:ed:4c","140.82.228.162","12853"
"2892","f3:2f:fe:61:56:bb","40.25.180.13","12854"
"2893","ca:46:ca:fe:a0:c2","52.238.84.139","12855"
"2894","d0:fd:d2:1d:74:69","161.0.181.231","12856"
"2895","c7:f1:40:af:97:7a","196.210.175.173","12857"
"2896","8c:4d:01:61:f7:94","3.231.115.177","12858"
"2897","84:2a:cd:6c:24:01","163.41.20.112","12859"
"2898","96:dd:00:34:dc:2f","86.22.7.146","12860"
"2899","7e:ef:91:50:21:ba","35.114.142.229","12861"
"2900","b7:a9:15:9f:1f:d9","91.142.228.140","12862"
"2901","43:c5:58:23:02:62","223.251.11.194","12863"
"2902","f9:ba:60:bd:ec:fb","151.247.127.151","12864"
"2903","3f:f8:c3:83:46:b7","116.79.9.136","12865"
"2904","d9:5f:e9:9f:26:2c","192.92.48.106","12866"
"2905","65:c4:74:49:00:56","169.135.86.78","12867"
"2906","4e:ad:e7:b8:0d:e5","99.237.126.8","12868"
"2907","72:fd:16:6a:22:12","32.126.170.224","12869"
"2908","ee:cb:c0:0a:d6:1a","133.124.53.233","12870"
"2909","8c:6b:46:a4:78:53","110.25.33.94","12871"
"2910","4c:ae:64:72:57:aa","215.96.133.10","12872"
"2911","07:87:73:69:d2:f2","222.118.173.60","12873"
"2912","8e:82:2b:c2:34:db","167.68.202.2","12874"
"2913","02:01:b2:1a:fa:6d","156.41.60.114","12875"
"2914","9d:02:ac:07:66:1f","139.18.73.210","12876"
"2915","ae:1e:9f:68:63:cb","195.65.158.139","12877"
"2916","ac:27:a2:84:9a:8d","104.229.192.214","12878"
"2917","62:0c:a8:f2:bc:c0","215.145.187.237","12879"
"2918","94:d8:69:1e:4c:ae","54.97.84.139","12880"
"2919","58:f9:91:ae:85:5f","42.87.92.77","12881"
"2920","8d:d2:a3:5b:c3:1e","146.69.118.202","12882"
"2921","9a:77:27:c9:9c:08","69.166.81.146","12883"
"2922","93:83:50:71:06:43","74.55.66.47","12884"
"2923","a8:39:21:3d:08:47","82.107.55.127","12885"
"2924","c4:96:ee:bb:7d:71","165.235.117.120","12886"
"2925","db:14:84:02:61:94","189.228.98.236","12887"
"2926","b9:bd:6b:1e:0e:47","215.74.238.88","12888"
"2927","75:a8:e4:18:e4:34","100.39.247.63","12889"
"2928","b2:6d:1a:97:7d:00","52.125.100.60","12890"
"2929","8f:96:d7:ea:8f:53","33.198.133.75","12891"
"2930","48:21:1e:99:62:13","174.232.92.83","12892"
"2931","36:b6:1e:ee:06:8a","59.133.48.93","12893"
"2932","a6:a9:6e:d0:ec:fb","138.97.177.82","12894"
"2933","7a:80:7d:77:54:59","80.137.33.147","12895"
"2934","02:e8:2d:32:d2:cc","170.160.248.204","12896"
"2935","bd:4b:18:a9:2e:17","65.145.70.201","12897"
"2936","57:81:a2:49:77:35","210.221.194.89","12898"
"2937","ef:21:46:76:c9:e7","58.223.235.190","12899"
"2938","c5:7b:ca:c1:7e:8d","69.182.63.96","12900"
"2939","15:09:43:6f:a5:74","6.176.88.110","12901"
"2940","69:db:51:75:16:24","6.171.122.12","12902"
"2941","fd:15:da:69:8b:5d","76.31.18.95","12903"
"2942","24:d2:e2:d0:da:90","90.152.166.230","12904"
"2943","6a:27:83:37:e9:d7","71.126.190.14","12905"
"2944","66:87:76:64:e8:6a","181.168.51.234","12906"
"2945","16:a9:f1:07:2d:d9","79.109.50.57","12907"
"2946","7d:29:00:dd:7a:0c","203.134.139.63","12908"
"2947","e5:49:32:05:f0:90","149.129.219.195","12909"
"2948","ba:e5:f4:6d:d3:62","182.64.14.103","12910"
"2949","46:a4:8a:01:8c:13","2.44.140.66","12911"
"2950","07:73:39:3c:bb:71","138.252.128.164","12912"
"2951","01:53:34:bf:40:ae","94.77.190.185","12913"
"2952","0b:7d:3c:e1:9e:af","193.136.4.126","12914"
"2953","25:ed:2d:d5:f6:5f","71.111.242.120","12915"
"2954","e5:d4:29:88:fa:0a","1.174.115.205","12916"
"2955","0a:c6:4e:a8:71:5b","32.181.191.0","12917"
"2956","5d:7e:f5:25:6b:cf","151.197.217.152","12918"
"2957","35:c0:6f:ee:a4:8a","121.245.215.118","12919"
"2958","3e:12:e0:7a:e4:64","40.104.20.12","12920"
"2959","17:e0:09:37:18:9d","82.139.244.134","12921"
"2960","ac:d2:fa:32:7a:cf","153.86.28.208","12922"
"2961","b2:95:33:77:0f:50","114.126.243.100","12923"
"2962","48:94:83:45:cb:cc","206.71.35.69","12924"
"2963","10:f5:67:99:38:28","103.101.200.115","12925"
"2964","98:37:ac:40:36:3e","185.42.121.221","12926"
"2965","d7:62:b5:c9:4d:41","104.76.42.57","12927"
"2966","18:98:40:06:b2:c4","20.167.146.63","12928"
"2967","63:e3:73:ed:c0:42","81.25.17.4","12929"
"2968","e7:ac:78:bd:9e:f8","13.159.36.33","12930"
"2969","71:1c:b0:8c:d3:7c","191.76.25.44","12931"
"2970","eb:20:b1:75:28:1b","219.178.69.191","12932"
"2971","b1:cc:58:1f:a0:c4","90.176.100.102","12933"
"2972","9c:e6:a1:1c:cd:21","96.29.29.136","12934"
"2973","68:94:d4:d9:3b:0b","141.161.56.80","12935"
"2974","c2:e4:c6:30:f8:8d","151.130.53.163","13011"
"2975","c1:83:5f:e6:61:30","93.179.2.89","12936"
"2976","37:93:26:8c:f7:d5","211.238.127.97","12937"
"2977","89:71:70:11:a8:48","105.26.226.120","12938"
"2978","ee:1d:f8:05:40:48","41.61.114.60","12939"
"2979","f5:a8:3e:09:1c:59","150.6.200.187","12940"
"2980","9c:42:2b:9b:e6:12","109.173.219.11","12941"
"2981","4a:b9:ca:53:d5:11","202.89.99.202","12942"
"2982","bc:65:30:38:23:3d","31.41.94.123","12943"
"2983","b6:14:5e:63:7e:5f","107.33.52.117","12944"
"2984","54:98:f6:20:a2:f1","32.61.97.88","12945"
"2985","63:9e:b1:af:a7:14","212.244.106.175","12946"
"2986","f7:25:4c:14:db:fd","200.27.211.118","12947"
"2987","d2:49:94:9a:e9:56","223.45.17.88","12948"
"2988","a7:50:85:bc:90:e3","36.20.230.86","12949"
"2989","b4:cc:69:95:75:3d","90.152.128.10","12950"
"2990","b0:4f:a5:4b:3b:54","165.230.56.165","12951"
"2991","73:66:4a:ae:df:7d","219.52.83.39","12952"
"2992","18:3a:3f:b7:89:27","18.103.225.105","12953"
"2993","5d:7e:b3:cf:f5:7d","9.140.40.254","12954"
"2994","b1:3e:bb:6e:43:96","201.164.18.41","12955"
"2995","54:44:d9:ad:ef:93","20.127.118.47","12956"
"2996","55:d1:54:4f:2b:46","34.184.170.140","12957"
"2997","a3:10:45:ed:3d:da","28.152.184.219","12958"
"2998","ff:fb:57:e5:c6:9d","80.245.29.21","12959"
"2999","5c:b8:d6:ee:82:2a","164.123.239.12","12960"
"3000","1b:76:23:27:7f:2d","38.168.188.13","12961"
"3001","a0:0c:91:8b:5e:28","108.83.74.133","12962"
"3002","a3:3f:ab:bc:b3:6b","49.241.30.140","12963"
"3003","4a:5e:24:74:0d:18","8.235.29.165","12964"
"3004","54:9f:12:37:12:8d","25.42.43.216","12965"
"3005","df:65:75:44:f5:cc","174.130.203.248","12966"
"3006","15:53:f6:e1:fd:4f","47.184.232.70","12967"
"3007","a5:49:22:ac:14:b1","195.163.76.75","12968"
"3008","2b:9d:95:af:fc:c8","76.24.222.88","12969"
"3009","33:d3:f6:f2:29:6b","222.140.49.1","12970"
"3010","28:81:4b:fe:45:10","115.69.182.34","12971"
"3011","00:e8:3b:25:04:9d","73.238.187.43","12972"
"3012","e2:a7:d9:96:71:f4","154.194.147.195","12973"
"3013","3c:0c:e5:5e:a5:2c","46.176.173.193","12974"
"3014","e4:11:d9:d3:12:0a","160.219.5.75","12975"
"3015","88:9d:47:7c:70:1f","108.253.29.195","12976"
"3016","02:5f:03:92:52:82","213.129.83.10","12977"
"3017","77:0c:59:e9:68:0b","220.79.93.45","12978"
"3018","cf:3e:fd:e4:46:e8","8.52.53.152","12979"
"3019","a8:02:19:31:36:93","55.215.46.100","12980"
"3020","47:82:03:25:ce:32","93.253.60.249","12981"
"3021","ae:5d:13:85:7d:64","97.2.114.114","12982"
"3022","93:f8:ae:0f:72:ce","84.4.50.251","12983"
"3023","9a:b7:fc:3d:b6:75","192.125.78.96","12984"
"3024","8b:7c:4f:88:b1:56","118.251.119.55","12985"
"3025","c2:c9:4b:2a:4b:1c","210.73.5.188","12986"
"3026","d1:1d:37:78:78:7b","209.124.241.164","12987"
"3027","da:15:57:fa:05:0b","205.26.102.107","12988"
"3028","56:bd:db:8e:e2:99","113.98.197.241","12989"
"3029","8f:4c:12:5d:a3:00","89.107.13.189","12990"
"3030","8c:78:32:4e:ec:c3","79.216.214.129","12991"
"3031","42:53:23:ac:64:bb","205.30.4.6","12992"
"3032","d9:81:74:71:c6:96","11.199.149.133","12993"
"3033","ec:86:6f:3e:e5:af","36.236.96.4","12994"
"3034","1d:ca:13:a5:d4:35","29.106.66.102","12995"
"3035","65:fa:31:26:75:62","100.207.189.137","12996"
"3036","af:c3:fb:4b:70:42","216.96.22.29","12997"
"3037","c3:60:9e:75:9d:0d","36.26.255.106","12998"
"3038","0c:7d:fe:91:a5:ec","183.10.56.168","12999"
"3039","6d:b4:73:ac:77:a9","148.194.67.140","13000"
"3040","83:4e:8b:86:9d:97","20.71.131.132","13001"
"3041","b5:7a:cf:23:15:d7","213.244.137.226","13002"
"3042","11:97:df:50:b2:79","206.115.122.103","13003"
"3043","d9:75:38:12:f5:bb","218.85.9.29","13004"
"3044","bf:98:11:8f:34:73","106.245.50.87","13005"
"3045","7f:1a:87:b2:69:6a","44.232.199.143","13006"
"3046","b7:75:31:f0:80:b8","21.220.196.139","13007"
"3047","8f:63:76:4a:2a:4f","27.128.204.178","13008"
"3048","b9:24:04:26:6b:a0","166.107.252.173","13009"
"3049","05:1c:a9:75:e6:76","69.1.241.170","13010"
"3050","37:a2:0a:46:db:08","187.69.87.69","13012"
"3051","6a:de:57:fb:c7:80","15.0.64.252","13013"
"3052","21:aa:ab:39:16:da","184.48.119.23","13014"
"3053","20:2f:36:c7:f9:ec","130.111.138.85","13015"
"3054","f1:aa:ad:9b:e9:28","139.136.170.167","13016"
"3055","81:60:e8:08:f1:da","201.39.208.27","13017"
"3056","91:e3:b2:6e:9a:51","209.206.107.51","13018"
"3057","0d:4b:0e:c2:75:95","79.102.22.134","13019"
"3058","33:ea:9d:37:2d:9e","11.51.54.182","13020"
"3059","57:4d:07:3f:d8:5a","164.129.91.84","13021"
"3060","08:9d:c5:19:d8:b6","1.232.35.21","13022"
"3061","6a:71:f4:ab:7a:13","106.160.2.50","13023"
"3062","62:ea:5f:56:b3:5d","27.2.86.95","13024"
"3063","45:30:a1:16:a5:00","133.200.173.246","13025"
"3064","0e:16:49:28:1e:21","24.121.30.164","13026"
"3065","97:ce:0d:61:9a:88","56.164.235.181","13027"
"3066","91:69:13:53:7b:b3","151.164.81.24","13028"
"3067","51:60:b8:0d:00:0e","60.16.157.117","13029"
"3068","a6:97:ad:dd:2c:d5","48.26.163.26","13030"
"3069","ad:2a:a4:ae:3c:84","55.32.98.82","13031"
"3070","b9:f5:f3:9f:13:51","194.137.221.83","13032"
"3071","72:74:e0:73:47:f2","215.245.99.221","13033"
"3072","53:26:95:4a:d8:1c","117.173.79.79","13034"
"3073","87:64:5d:be:30:f5","37.151.41.187","13035"
"3074","2f:bc:41:47:b5:2f","182.77.168.202","13036"
"3075","b5:44:3b:39:d9:cc","163.96.73.52","13037"
"3076","f3:34:bb:bb:1e:a0","182.51.126.89","13038"
"3077","bc:66:48:41:6b:72","119.160.115.159","13039"
"3078","77:41:21:45:90:9c","120.237.247.153","13040"
"3079","64:0a:90:9e:04:27","61.185.123.239","13041"
"3080","84:df:3f:aa:27:a2","129.3.142.151","13042"
"3081","65:69:e3:86:91:51","202.167.96.190","13043"
"3082","38:1f:f8:55:bf:b2","74.59.174.118","13044"
"3083","ed:b0:a2:bf:b2:2b","139.163.202.65","13045"
"3084","74:13:06:16:61:9d","103.173.30.66","13046"
"3085","f6:a3:89:aa:3d:fa","43.223.29.37","13047"
"3086","41:74:c2:bd:b6:79","116.204.225.175","13048"
"3087","71:ae:e2:27:09:2f","77.182.24.68","13049"
"3088","51:ff:eb:04:48:47","31.171.21.233","13050"
"3089","e3:15:89:8f:f2:f0","216.111.6.18","13051"
"3090","d4:c3:12:eb:7b:f3","195.96.254.155","13052"
"3091","8e:94:23:ef:23:ea","155.206.50.19","13053"
"3092","77:c9:69:b7:15:61","74.190.171.191","13054"
"3093","ea:c0:fe:81:55:2b","212.84.252.135","13055"
"3094","c0:40:86:5b:92:9c","13.23.119.233","13056"
"3095","ff:ea:62:a7:95:9c","54.220.185.163","13057"
"3096","92:ce:34:d8:3d:44","188.85.180.26","13058"
"3097","0a:8c:5e:8b:ed:85","157.30.103.88","13059"
